from_stop_id,to_stop_id,transfer_type,min_transfer_time
8051,10429,0,
8051,2477,0,
8051,2630,0,
8051,2692,0,
8051,2799,0,
8051,3023,0,
8052,10915,0,
8052,2203,0,
8052,2252,0,
8052,2397,0,
8052,3535,0,
8052,5989,0,
8052,6984,0,
8053,11710,0,
8053,11712,0,
8053,11714,0,
8053,11715,0,
8053,11716,0,
8053,11718,0,
8055,10914,0,
8055,5148,0,
8055,5890,0,
8055,7639,0,
8056,10884,0,
8056,5844,2,300
8057,10880,0,
8057,10881,0,
8057,11764,2,360
8057,11882,2,300
8057,5045,0,
8057,5122,0,
8057,5262,0,
8057,5494,0,
8057,5667,0,
8057,5768,2,300
8057,5769,2,300
8057,5793,0,
8057,5891,2,300
8057,6467,0,
8058,5042,0,
8058,6468,2,360
8060,11764,2,360
8060,11882,2,300
8060,5045,0,
8060,5262,0,
8060,5667,0,
8060,5768,2,300
8060,5769,2,300
8060,5793,0,
8060,5891,0,
8061,10884,0,
8061,5844,2,300
8062,5148,0,
8062,5890,0,
8062,7639,0,
8063,8054,0,
8063,8978,0,
8064,11710,0,
8064,11712,0,
8064,11714,0,
8064,11715,0,
8064,11716,0,
8064,11718,0,
8065,10915,0,
8065,2203,0,
8065,2252,0,
8065,2397,0,
8065,3535,0,
8065,5989,0,
8065,6984,0,
8066,10429,0,
8066,2477,0,
8066,2630,0,
8066,2692,0,
8066,2799,0,
8066,3023,0,
8067,10202,0,
8068,1173,2,300
8068,12405,0,
8068,12409,0,
8068,12410,0,
8068,12411,2,300
8068,2016,2,300
8068,2414,2,300
8068,2523,2,300
8068,2671,2,300
8068,2761,2,300
8068,2833,2,300
8069,2539,0,
8070,10921,0,
8070,11674,0,
8070,1685,0,
8070,1736,0,
8070,1801,0,
8070,8563,0,
8071,1065,0,
8071,12393,0,
8071,1615,0,
8071,1832,0,
8072,12556,2,300
8072,1572,0,
8072,695,0,
8073,11588,0,
8073,11589,0,
8073,11606,2,300
8073,1231,2,300
8073,8754,2,360
8073,8763,2,360
8073,972,2,300
8074,10480,2,300
8074,1286,2,360
8074,181,0,
8074,235,0,
8075,11495,2,300
8075,81,2,420
8076,11524,2,360
8076,11525,2,360
8076,11526,2,360
8076,11535,2,360
8076,11706,2,420
8076,4494,2,480
8076,4495,2,360
8076,4881,2,420
8076,77,2,420
8076,9129,2,360
8076,96,2,420
8077,12375,2,300
8077,12681,2,480
8077,409,2,300
8077,8535,2,300
8078,11302,2,360
8078,12138,2,360
8078,35,2,300
8078,8035,2,360
809,2156,2,360
809,2231,2,360
81,81,2,180
811,761,0,
811,812,2,300
812,12669,0,
812,12672,2,300
812,195,2,300
812,811,2,300
8139,1482,0,
8139,1709,0,
8139,963,0,
8140,12318,0,
8140,12857,0,
8140,1482,2,120
8140,1709,2,120
8140,963,0,
815,1980,0,
815,2054,0,
826,746,0,
826,826,0,
8282,6706,0,
8282,8283,2,480
8282,8485,0,
8283,8483,2,300
8283,8484,2,360
8324,6631,2,360
834,1992,0,
834,2044,0,
8350,3386,2,480
8366,8368,2,360
838,12134,2,300
838,12668,2,300
838,650,0,
838,718,0,
8381,8381,0,
8394,766,0,
8394,8394,0,
8396,8396,0,
8408,7646,2,300
8412,8412,0,
842,11010,0,
842,11022,0,
8467,4711,0,
847,1533,0,
847,1580,0,
8483,6768,2,480
8483,6781,2,600
8483,8283,2,300
8483,8484,2,360
8484,8283,2,300
8485,8282,2,300
8490,6482,2,360
8490,6578,0,
8497,8497,0,
850,1147,2,360
850,1206,2,360
853,10620,2,300
8535,12375,2,300
8535,8535,0,
8542,11128,0,
8542,11129,0,
8563,11674,0,
8563,1685,0,
8563,1801,0,
8563,8047,0,
8563,8070,0,
8563,8563,0,
857,1143,2,300
857,12749,2,360
857,176,2,360
857,857,0,
857,8622,0,
8573,10564,0,
8573,8552,0,
8573,8561,0,
8573,8573,0,
8573,8574,0,
8573,8575,0,
8573,8577,0,
8573,8578,0,
8575,10564,0,
8575,8552,0,
8575,8561,0,
8575,8573,0,
8575,8574,0,
8575,8575,0,
8575,8577,0,
8575,8578,0,
8577,10564,0,
8577,8552,0,
8577,8561,0,
8577,8573,0,
8577,8574,0,
8577,8575,0,
8578,10564,0,
8578,8552,0,
8578,8561,0,
8578,8573,0,
8578,8574,0,
8578,8575,0,
8584,12751,2,300
8584,12752,2,300
859,10400,2,420
859,11302,2,420
859,11438,2,360
859,11526,2,420
859,11535,2,360
859,12036,2,420
859,189,2,300
859,35,2,300
859,4881,2,420
859,78,2,360
859,8019,2,480
859,8035,2,480
859,859,0,
859,9069,2,420
859,938,0,
859,95,2,360
860,199,2,300
860,287,0,
860,392,0,
860,860,0,
8605,4355,0,
8605,8605,0,
8617,9562,2,300
8617,9582,2,300
8622,2120,2,360
8622,779,2,300
8622,857,0,
8622,887,2,300
863,1977,0,
863,2058,0,
863,774,0,
863,863,0,
8638,4611,0,
8640,11403,2,300
8640,218,2,360
8640,545,0,
8640,9136,0,
8642,8642,0,
8643,8643,0,
8644,1423,0,
8644,1451,2,300
8654,11592,0,
8654,5805,0,
8654,5826,0,
8659,10021,2,480
8659,8679,2,120
8659,8680,2,120
8659,8748,0,
8659,8757,0,
8672,12227,0,
8672,8657,0,
8672,8676,0,
8672,8685,0,
8672,8687,0,
8672,8688,0,
8672,8689,0,
8672,8690,0,
8672,8746,0,
8672,8755,0,
8673,8673,0,
8673,8674,0,
8673,8743,2,420
8673,8751,0,
8673,8760,0,
8673,9505,0,
8674,8673,0,
8674,8751,2,300
8674,8760,2,300
8674,9505,0,
8679,10021,2,480
8679,8659,0,
8679,8680,0,
8679,8748,0,
8679,8757,0,
8680,10021,2,480
8680,8659,0,
8680,8679,2,120
8680,8748,0,
8680,8757,0,
8683,10017,2,300
8683,10018,0,
8683,8683,0,
8683,8697,0,
8683,8749,0,
8683,8758,0,
8687,12227,0,
8687,8657,0,
8687,8672,0,
8687,8676,0,
8687,8685,0,
8687,8687,0,
8687,8688,0,
8687,8689,0,
8687,8690,0,
8687,8691,0,
8687,8746,0,
8687,8755,0,
8688,8689,0,
8689,8688,0,
869,1018,0,
8691,12227,0,
8691,8657,0,
8691,8672,0,
8691,8676,0,
8691,8685,0,
8691,8687,0,
8691,8688,0,
8691,8689,0,
8691,8690,0,
8691,8691,0,
8691,8746,0,
8691,8755,0,
8697,10017,2,360
8697,10018,0,
8697,8683,0,
8697,8697,0,
8697,8749,0,
8697,8758,0,
8699,2943,2,300
8703,10028,2,480
8703,10029,2,420
8703,9510,2,360
8703,9511,2,360
8710,2881,2,120
8710,2899,2,120
8710,8710,2,120
8737,8701,2,300
8738,8743,2,420
8742,1782,0,
8742,8742,0,
8743,8673,2,360
8743,8674,2,360
8743,8743,0,
8743,9505,2,360
8746,12227,0,
8746,8657,0,
8746,8672,0,
8746,8676,0,
8746,8685,0,
8746,8687,0,
8746,8688,0,
8746,8689,0,
8746,8690,0,
8746,8691,0,
8746,8746,2,60
8746,8755,2,120
8747,10971,0,
8747,10972,0,
8747,8747,2,60
8747,8756,0,
8747,9952,0,
8748,8659,0,
8748,8679,0,
8748,8680,0,
8749,10017,0,
8749,8683,2,300
8749,8697,0,
8750,11874,0,
8750,12567,2,300
8750,12835,2,360
8750,12836,2,360
8750,1401,2,300
8751,8673,0,
8751,8674,2,300
8751,9505,2,300
8752,11095,2,300
8752,8860,0,
8752,906,2,360
8752,911,2,360
8753,1091,2,300
8753,8907,0,
8754,11588,2,360
8754,11589,2,300
8754,11606,2,300
8754,1231,2,300
8754,8044,2,360
8754,8073,2,360
8754,8913,2,360
8755,8657,0,
8755,8672,0,
8755,8676,0,
8755,8685,0,
8755,8687,0,
8755,8688,0,
8755,8689,0,
8755,8690,0,
8755,8691,0,
8756,10971,0,
8756,10972,0,
8756,8756,2,60
8756,9952,0,
8757,8659,0,
8757,8679,0,
8757,8680,0,
8758,10017,0,
8758,8683,2,300
8758,8697,0,
8759,11874,0,
8759,11875,2,300
8759,12567,2,300
8759,12835,2,360
8759,12836,2,360
8759,1401,2,300
8760,8673,0,
8760,8674,2,300
8760,9505,2,300
8761,11095,2,300
8761,8860,0,
8762,1091,2,300
8762,8907,0,
8763,11588,2,360
8763,1231,2,300
8763,8044,2,360
8763,8073,2,360
8763,8913,2,360
8797,3407,0,
8797,8797,0,
8800,11291,2,420
8800,8604,2,360
8818,3443,2,300
8820,3518,0,
8820,8847,0,
8828,3444,2,300
8841,8841,0,
8847,3410,0,
8847,3518,0,
8847,8820,0,
8847,8847,0,
8849,3375,0,
8850,3572,0,
8852,6923,0,
8852,8852,0,
8852,9572,0,
8853,8735,0,
8854,12543,2,360
8854,5436,0,
8854,5542,2,300
8854,6174,0,
8854,6195,2,300
8854,6340,2,300
8854,8854,0,
8860,8752,0,
8860,8761,0,
887,1143,0,
887,12749,2,300
887,176,2,300
887,8622,2,300
8886,3373,0,
8886,8886,0,
8907,8753,0,
8907,8762,0,
8913,8754,2,360
8913,8763,2,360
8916,11588,0,
8916,1231,0,
8916,8044,2,360
8916,8073,2,360
8916,8754,2,300
8916,8763,2,300
8916,8913,0,
892,1301,0,
892,1361,0,
8922,10412,2,300
8922,10413,2,300
8922,8922,0,
8928,7073,2,300
8928,8928,0,
8936,7186,0,
8936,7200,0,
8936,8936,0,
8940,7087,0,
8945,7076,0,
8945,7152,2,300
8945,8945,0,
8948,8948,0,
8960,7357,2,300
8970,8970,0,
8975,10554,2,300
898,690,0,
898,728,0,
8989,11232,2,300
8989,8989,0,
8989,9020,0,
8989,9492,2,480
902,1055,0,
902,1092,0,
9022,11075,0,
9022,11076,0,
9023,11075,0,
9043,1863,0,
9043,1888,0,
9051,1301,0,
9051,1361,0,
9054,934,0,
906,11095,0,
906,1697,0,
906,1721,0,
906,8761,2,420
9062,12395,2,300
9062,6095,2,300
908,1754,0,
908,2123,0,
91,21,0,
9103,2156,2,300
911,11095,0,
911,1697,0,
911,1721,0,
9124,1519,0,
9124,1592,0,
9124,210,2,300
9124,9124,0,
9125,1410,0,
9125,1461,0,
9135,9135,0,
9136,11403,2,300
9136,12721,0,
9136,218,2,360
9136,329,2,360
9136,545,0,
9136,8640,0,
9136,9136,0,
915,1055,0,
915,1092,0,
9174,3900,2,300
9178,10138,2,300
9179,3943,0,
9179,3944,2,300
9179,9179,0,
9199,9186,0,
9235,9235,0,
9239,11114,0,
9239,9239,0,
924,1301,0,
924,1361,0,
9240,7644,2,360
9243,9243,0,
9243,9324,2,300
9244,9244,0,
9245,9245,0,
9255,3965,0,
9255,9311,0,
9282,9414,0,
9291,12196,2,300
9291,9291,0,
9293,12196,2,420
9293,9292,0,
9294,9294,0,
9296,11264,2,300
9298,9299,0,
9299,10835,0,
93,81,2,420
9303,9303,0,
9306,10199,0,
9306,7102,0,
9307,12375,2,300
9307,8535,2,420
9311,9255,0,
932,11278,2,480
932,11279,2,480
932,11352,2,360
932,12548,2,420
9336,9336,0,
9337,9337,0,
9339,9338,0,
9339,9339,0,
9339,9344,0,
934,9054,0,
9342,3277,0,
9342,3281,2,300
9365,3842,0,
9378,3825,2,360
9379,3064,2,300
938,11438,2,360
938,35,2,300
938,8019,2,420
938,8035,2,480
9380,3903,2,420
9397,3695,0,
9397,3731,2,300
9397,9397,0,
9435,10747,2,300
9435,10748,2,300
9441,3632,0,
9441,9441,0,
9452,5918,0,
9452,5961,0,
9492,9020,2,360
9492,9492,0,
95,11535,2,300
95,35,2,480
95,78,0,
95,8019,2,480
95,8035,2,480
95,95,0,
9505,8673,0,
9505,8674,0,
9505,8751,2,300
9505,8760,2,300
9510,8703,2,360
9511,8703,2,360
9524,10148,0,
9524,9547,0,
9530,12816,2,360
9530,317,0,
9530,318,0,
9530,361,2,360
9543,11639,2,360
9543,12683,2,360
9543,4463,2,300
9543,4464,2,360
9543,4489,0,
9543,9543,0,
9547,12478,2,300
9547,9524,0,
955,678,0,
955,737,2,300
955,955,0,
9551,1018,0,
9560,6805,0,
9562,6823,0,
9562,8617,2,300
9564,6590,0,
9564,6646,0,
9567,6874,0,
9570,6675,0,
9570,6691,0,
9574,6675,0,
9574,6691,0,
9577,6874,0,
9577,6902,0,
9580,6590,0,
9580,6646,0,
9582,6823,2,300
9582,8617,2,300
9592,9591,0,
96,10400,2,360
96,11302,2,360
96,11438,2,360
96,11526,0,
96,11616,0,
96,11706,2,420
96,12036,2,180
96,35,2,480
96,4495,2,420
96,4881,2,360
96,77,0,
96,8019,2,540
96,8041,2,420
96,96,0,
9608,9608,0,
962,962,0,
963,12318,0,
963,12857,2,300
963,1482,0,
963,1709,0,
963,8139,0,
9643,9643,0,
9651,4360,2,360
9651,4403,2,360
9658,9658,0,
9665,9665,0,
9665,9701,0,
968,1046,0,
9683,9683,0,
9683,9684,0,
9683,9854,2,300
97,10400,0,
97,4881,2,360
97,97,0,
9701,9665,0,
9701,9701,0,
9714,12208,2,360
9714,9714,0,
972,11588,0,
972,11589,0,
972,11606,0,
972,8044,2,300
972,8073,2,300
9720,11664,2,300
9721,5854,0,
98,48,2,300
981,1487,0,
981,635,2,480
981,981,0,
983,1857,0,
9848,10144,2,360
9848,11613,2,360
9849,6969,2,480
9849,6987,2,360
985,1016,2,300
985,10399,2,480
985,11272,2,300
985,11522,2,300
985,11523,0,
985,11535,0,
985,11706,0,
985,4495,0,
985,4881,2,480
985,4882,0,
985,77,2,420
985,8041,2,360
985,985,0,
989,8037,2,120
9926,5845,2,300
9926,5861,2,300
994,10745,0,
994,2051,0,
9952,10034,2,360
9952,10971,0,
9952,10972,0,
9952,8747,0,
9952,8756,0,
9952,9952,0,
9981,10139,0,
9987,1622,0,
9987,1679,0,
9989,1643,0,
